id,date,store_nbr,family,sales,onpromotion,city,state,type,cluster,day_of_week,month,year,is_weekend,sales_lag_1,sales_lag_7,rolling_mean_7,rolling_mean_30,predicted_sales
2995546,2017-08-13,1,4,0.0,0,18,12,3,13,6,8,2017,1,0.0,0.0,0.0,0.13333333333333333,0.0
2997328,2017-08-14,1,4,0.0,0,18,12,3,13,0,8,2017,0,0.0,0.0,0.0,0.06666666666666667,4.4890847
2999110,2017-08-15,1,4,0.0,0,18,12,3,13,1,8,2017,0,0.0,0.0,0.0,0.06666666666666667,4.4890847
2974163,2017-08-01,1,5,373.70898,0,18,12,3,13,1,8,2017,0,370.994,374.29102,329.79672,335.54750133333334,320.3007
2975945,2017-08-02,1,5,428.186,0,18,12,3,13,2,8,2017,0,373.70898,354.80402,329.7135714285714,342.091634,313.13303
2977727,2017-08-03,1,5,282.81,7,18,12,3,13,3,8,2017,0,428.186,321.0,340.1967114285714,341.2806673333333,319.99896
2979509,2017-08-04,1,5,385.044,8,18,12,3,13,4,8,2017,0,282.81,403.645,334.7409971428571,338.8733006666667,359.49606
2981291,2017-08-05,1,5,271.579,6,18,12,3,13,5,8,2017,1,385.044,330.035,332.0837114285714,337.4986339999999,336.43716
2983073,2017-08-06,1,5,144.024,5,18,12,3,13,6,8,2017,1,271.579,153.808,323.7328542857143,335.49496733333336,203.53117
2984855,2017-08-07,1,5,328.382,6,18,12,3,13,0,8,2017,0,144.024,370.994,322.33514,327.0495006666667,289.74997
2986637,2017-08-08,1,5,361.412,9,18,12,3,13,1,8,2017,0,328.382,373.70898,316.24771142857145,324.41790066666664,319.2128
2988419,2017-08-09,1,5,399.547,9,18,12,3,13,2,8,2017,0,361.412,428.186,314.491,331.38046733333334,350.88123
2990201,2017-08-10,1,5,417.021,10,18,12,3,13,3,8,2017,0,399.547,282.81,310.39971428571425,330.79393400000004,284.1134
2991983,2017-08-11,1,5,145.607,8,18,12,3,13,4,8,2017,0,417.021,385.044,329.5727142857143,334.02313399999997,396.49338
2993765,2017-08-12,1,5,243.22,6,18,12,3,13,5,8,2017,1,145.607,271.579,295.3674285714286,324.57793399999997,259.83725
2995547,2017-08-13,1,5,136.679,6,18,12,3,13,6,8,2017,1,243.22,144.024,291.31614285714284,321.0545006666667,171.89442
2997329,2017-08-14,1,5,346.038,9,18,12,3,13,0,8,2017,0,136.679,328.382,290.2668571428572,315.6963006666667,259.0611
2999111,2017-08-15,1,5,329.54102,8,18,12,3,13,1,8,2017,0,346.038,361.412,292.78914285714285,316.61050066666667,318.99728
2974164,2017-08-01,1,6,11.0,0,18,12,3,13,1,8,2017,0,3.0,21.0,12.428571428571429,15.7,13.546898
2975946,2017-08-02,1,6,7.0,0,18,12,3,13,2,8,2017,0,11.0,16.0,11.0,15.8,12.829166
2977728,2017-08-03,1,6,10.0,0,18,12,3,13,3,8,2017,0,7.0,21.0,9.714285714285714,15.533333333333333,11.130583
2979510,2017-08-04,1,6,24.0,0,18,12,3,13,4,8,2017,0,10.0,20.0,8.142857142857142,14.666666666666666,12.011411
2981292,2017-08-05,1,6,12.0,0,18,12,3,13,5,8,2017,1,24.0,6.0,8.714285714285714,15.1,13.32322
2983074,2017-08-06,1,6,2.0,0,18,12,3,13,6,8,2017,1,12.0,0.0,9.571428571428571,15.033333333333333,3.214185
2984856,2017-08-07,1,6,18.0,0,18,12,3,13,0,8,2017,0,2.0,3.0,9.857142857142858,14.7,9.664659
2986638,2017-08-08,1,6,11.0,0,18,12,3,13,1,8,2017,0,18.0,11.0,12.0,15.133333333333333,13.405331
2988420,2017-08-09,1,6,12.0,0,18,12,3,13,2,8,2017,0,11.0,7.0,12.0,15.3,12.13074
2990202,2017-08-10,1,6,17.0,0,18,12,3,13,3,8,2017,0,12.0,10.0,12.714285714285714,14.166666666666666,12.317016
2991984,2017-08-11,1,6,4.0,0,18,12,3,13,4,8,2017,0,17.0,24.0,13.714285714285714,14.266666666666667,17.29669
2993766,2017-08-12,1,6,3.0,0,18,12,3,13,5,8,2017,1,4.0,12.0,10.857142857142858,14.033333333333333,11.349892
2995548,2017-08-13,1,6,1.0,0,18,12,3,13,6,8,2017,1,3.0,2.0,9.571428571428571,13.5,1.8052493
2997330,2017-08-14,1,6,4.0,0,18,12,3,13,0,8,2017,0,1.0,18.0,9.428571428571429,12.666666666666666,10.765174
2999112,2017-08-15,1,6,21.0,0,18,12,3,13,1,8,2017,0,4.0,11.0,7.428571428571429,12.033333333333333,8.944578
2974165,2017-08-01,1,7,867.0,18,18,12,3,13,1,8,2017,0,678.0,644.0,618.2857142857143,651.2,633.527
2975947,2017-08-02,1,7,942.0,17,18,12,3,13,2,8,2017,0,867.0,727.0,650.1428571428571,671.0333333333333,694.5104
2977729,2017-08-03,1,7,622.0,7,18,12,3,13,3,8,2017,0,942.0,660.0,680.8571428571429,677.9666666666667,679.66565
2979511,2017-08-04,1,7,729.0,10,18,12,3,13,4,8,2017,0,622.0,714.0,675.4285714285714,672.5666666666667,675.36316
2981293,2017-08-05,1,7,442.0,10,18,12,3,13,5,8,2017,1,729.0,667.0,677.5714285714286,667.5666666666667,689.93713
2983075,2017-08-06,1,7,233.0,6,18,12,3,13,6,8,2017,1,442.0,238.0,645.4285714285714,658.3333333333334,318.16208
2984857,2017-08-07,1,7,741.0,10,18,12,3,13,0,8,2017,0,233.0,678.0,644.7142857142857,641.0666666666667,550.23254
2986639,2017-08-08,1,7,767.0,11,18,12,3,13,1,8,2017,0,741.0,867.0,653.7142857142857,642.4333333333333,751.1202
2988421,2017-08-09,1,7,651.0,10,18,12,3,13,2,8,2017,0,767.0,942.0,639.4285714285714,659.0666666666667,773.8756
2990203,2017-08-10,1,7,696.0,13,18,12,3,13,3,8,2017,0,651.0,622.0,597.8571428571429,655.0333333333333,608.37726
2991985,2017-08-11,1,7,341.0,7,18,12,3,13,4,8,2017,0,696.0,729.0,608.4285714285714,653.1,705.89703
2993767,2017-08-12,1,7,351.0,8,18,12,3,13,5,8,2017,1,341.0,442.0,553.0,636.9333333333333,457.4481
2995549,2017-08-13,1,7,169.0,5,18,12,3,13,6,8,2017,1,351.0,233.0,540.0,628.1333333333333,310.80777
2997331,2017-08-14,1,7,571.0,11,18,12,3,13,0,8,2017,0,169.0,741.0,530.8571428571429,608.2333333333333,538.8703
2999113,2017-08-15,1,7,703.0,10,18,12,3,13,1,8,2017,0,571.0,767.0,506.57142857142856,606.5666666666667,647.02844
2974166,2017-08-01,1,8,668.0,3,18,12,3,13,1,8,2017,0,727.0,698.0,660.7142857142857,681.8,648.09644
2975948,2017-08-02,1,8,941.0,3,18,12,3,13,2,8,2017,0,668.0,775.0,656.4285714285714,691.1,679.3064
2977730,2017-08-03,1,8,529.0,12,18,12,3,13,3,8,2017,0,941.0,722.0,680.1428571428571,695.7666666666667,672.6087
2979512,2017-08-04,1,8,767.0,20,18,12,3,13,4,8,2017,0,529.0,711.0,652.5714285714286,688.9333333333333,656.71686
2981294,2017-08-05,1,8,624.0,21,18,12,3,13,5,8,2017,1,767.0,676.0,660.5714285714286,687.3666666666667,693.23804
2983076,2017-08-06,1,8,312.0,14,18,12,3,13,6,8,2017,1,624.0,316.0,653.1428571428571,686.4333333333333,374.8596
2984858,2017-08-07,1,8,717.0,18,18,12,3,13,0,8,2017,0,312.0,727.0,652.5714285714286,671.3666666666667,627.6332
2986640,2017-08-08,1,8,569.0,20,18,12,3,13,1,8,2017,0,717.0,668.0,651.1428571428571,670.1333333333333,666.9926
2988422,2017-08-09,1,8,789.0,17,18,12,3,13,2,8,2017,0,569.0,941.0,637.0,677.7333333333333,757.708
2990204,2017-08-10,1,8,736.0,21,18,12,3,13,3,8,2017,0,789.0,529.0,615.2857142857143,676.2,629.40454
2991986,2017-08-11,1,8,343.0,14,18,12,3,13,4,8,2017,0,736.0,767.0,644.8571428571429,676.5333333333333,758.20746
2993768,2017-08-12,1,8,526.0,19,18,12,3,13,5,8,2017,1,343.0,624.0,584.2857142857143,658.5,567.7134
2995550,2017-08-13,1,8,266.0,15,18,12,3,13,6,8,2017,1,526.0,312.0,570.2857142857143,650.5666666666667,361.6451
2997332,2017-08-14,1,8,699.0,23,18,12,3,13,0,8,2017,0,266.0,717.0,563.7142857142857,634.5,628.52875
2999114,2017-08-15,1,8,602.0,19,18,12,3,13,1,8,2017,0,699.0,569.0,561.1428571428571,637.3,609.12726
2974167,2017-08-01,1,9,133.588,5,18,12,3,13,1,8,2017,0,189.11,150.592,135.21314285714286,132.4685668,152.2358
2975949,2017-08-02,1,9,150.745,5,18,12,3,13,2,8,2017,0,133.588,135.268,132.784,134.43886666666668,131.28482
2977731,2017-08-03,1,9,106.929,3,18,12,3,13,3,8,2017,0,150.745,116.137,134.995,134.0445,120.81643
2979513,2017-08-04,1,9,170.185,52,18,12,3,13,4,8,2017,0,106.929,178.409,133.67957142857145,132.7953,168.77647
2981295,2017-08-05,1,9,104.168,6,18,12,3,13,5,8,2017,1,170.185,122.68,132.5047142857143,132.98383333333334,149.37564
2983077,2017-08-06,1,9,60.289,1,18,12,3,13,6,8,2017,1,104.168,54.296,129.86014285714288,132.35156666666666,88.46931
2984859,2017-08-07,1,9,138.907,4,18,12,3,13,0,8,2017,0,60.289,189.11,130.7162857142857,129.17940000000002,132.75603
2986641,2017-08-08,1,9,130.678,4,18,12,3,13,1,8,2017,0,138.907,133.588,123.54442857142858,129.60113333333334,125.36276
2988423,2017-08-09,1,9,123.496,6,18,12,3,13,2,8,2017,0,130.678,150.745,123.1287142857143,131.4279,139.36313
2990205,2017-08-10,1,9,139.761,7,18,12,3,13,3,8,2017,0,123.496,106.929,119.236,131.01933333333332,115.67039
2991987,2017-08-11,1,9,64.302,35,18,12,3,13,4,8,2017,0,139.761,170.185,123.9262857142857,131.8764,176.45145
2993769,2017-08-12,1,9,99.488,3,18,12,3,13,5,8,2017,1,64.302,104.168,108.80014285714286,129.94240000000002,97.94594
2995551,2017-08-13,1,9,47.77,4,18,12,3,13,6,8,2017,1,99.488,60.289,108.13157142857143,129.3141,84.932724
2997333,2017-08-14,1,9,154.578,7,18,12,3,13,0,8,2017,0,47.77,138.907,106.34314285714287,123.93396666666666,105.711685
2999115,2017-08-15,1,9,116.402,5,18,12,3,13,1,8,2017,0,154.578,130.678,108.58185714285715,125.02693333333333,131.3291
2974168,2017-08-01,1,10,161.0,0,18,12,3,13,1,8,2017,0,149.0,129.0,132.0,136.66666666666666,124.96852
2975950,2017-08-02,1,10,160.0,0,18,12,3,13,2,8,2017,0,161.0,143.0,136.57142857142858,139.3,136.49321
2977732,2017-08-03,1,10,120.0,0,18,12,3,13,3,8,2017,0,160.0,127.0,139.0,139.03333333333333,128.95268
2979514,2017-08-04,1,10,143.0,27,18,12,3,13,4,8,2017,0,120.0,150.0,138.0,139.26666666666668,166.82811
2981296,2017-08-05,1,10,155.0,0,18,12,3,13,5,8,2017,1,143.0,143.0,137.0,138.83333333333334,136.25099
2983078,2017-08-06,1,10,47.0,0,18,12,3,13,6,8,2017,1,155.0,83.0,138.71428571428572,139.86666666666667,103.824425
2984860,2017-08-07,1,10,152.0,0,18,12,3,13,0,8,2017,0,47.0,149.0,133.57142857142858,136.83333333333334,108.16274
2986642,2017-08-08,1,10,130.0,0,18,12,3,13,1,8,2017,0,152.0,161.0,134.0,136.06666666666666,139.00656
2988424,2017-08-09,1,10,134.0,0,18,12,3,13,2,8,2017,0,130.0,160.0,129.57142857142858,137.46666666666667,137.98091
2990206,2017-08-10,1,10,114.0,0,18,12,3,13,3,8,2017,0,134.0,120.0,125.85714285714286,137.23333333333332,118.537506
2991988,2017-08-11,1,10,86.0,24,18,12,3,13,4,8,2017,0,114.0,143.0,125.0,136.76666666666668,159.46593
2993770,2017-08-12,1,10,113.0,0,18,12,3,13,5,8,2017,1,86.0,155.0,116.85714285714286,134.0,127.49042
2995552,2017-08-13,1,10,60.0,0,18,12,3,13,6,8,2017,1,113.0,47.0,110.85714285714286,134.0,84.076775
2997334,2017-08-14,1,10,170.0,0,18,12,3,13,0,8,2017,0,60.0,152.0,112.71428571428571,130.26666666666668,105.95449
2999116,2017-08-15,1,10,131.0,0,18,12,3,13,1,8,2017,0,170.0,130.0,115.28571428571429,130.3,126.46425
2974169,2017-08-01,1,11,144.126,1,18,12,3,13,1,8,2017,0,158.354,123.389,123.05285714285716,123.97350030000001,126.36076
2975951,2017-08-02,1,11,200.899,2,18,12,3,13,2,8,2017,0,144.126,157.342,126.01528571428572,126.81103363333334,137.01831
2977733,2017-08-03,1,11,132.185,1,18,12,3,13,3,8,2017,0,200.899,130.785,132.2377142857143,129.67433363333333,138.09387
2979515,2017-08-04,1,11,143.0,1,18,12,3,13,4,8,2017,0,132.185,121.0,132.4377142857143,129.56103363333332,122.33168
2981297,2017-08-05,1,11,155.597,1,18,12,3,13,5,8,2017,1,143.0,133.5,135.58057142857143,128.98703363333334,128.26862
2983079,2017-08-06,1,11,40.0,1,18,12,3,13,6,8,2017,1,155.597,37.0,138.73728571428572,129.54353329999998,99.990654
2984861,2017-08-07,1,11,136.719,0,18,12,3,13,0,8,2017,0,40.0,158.354,139.16585714285716,126.71019996666665,111.81878
2986643,2017-08-08,1,11,134.287,1,18,12,3,13,1,8,2017,0,136.719,144.126,136.07514285714285,126.52269996666665,129.28365
2988425,2017-08-09,1,11,154.309,0,18,12,3,13,2,8,2017,0,134.287,200.899,134.66957142857143,129.6989333,157.61884
2990207,2017-08-10,1,11,167.70999,1,18,12,3,13,3,8,2017,0,154.309,132.185,128.01385714285715,131.16519996666665,125.881874
2991989,2017-08-11,1,11,61.0,1,18,12,3,13,4,8,2017,0,167.70999,143.0,133.08885571428573,132.5381995,139.13351
2993771,2017-08-12,1,11,107.794,1,18,12,3,13,5,8,2017,1,61.0,155.597,121.37457000000002,129.0976995,115.34649
2995553,2017-08-13,1,11,50.0,1,18,12,3,13,6,8,2017,1,107.794,40.0,114.54557000000001,127.60653316666667,83.53185
2997335,2017-08-14,1,11,110.0,0,18,12,3,13,0,8,2017,0,50.0,136.719,115.97414142857143,124.41933316666668,93.22486
2999117,2017-08-15,1,11,89.0,1,18,12,3,13,1,8,2017,0,110.0,134.287,112.15714142857144,124.04299983333334,115.05882
2974170,2017-08-01,1,12,2872.0,45,18,12,3,13,1,8,2017,0,2966.0,2405.0,2409.8571428571427,2500.9,2541.3533
2975952,2017-08-02,1,12,3247.0,58,18,12,3,13,2,8,2017,0,2872.0,2878.0,2476.5714285714284,2555.9,2794.5251
2977734,2017-08-03,1,12,2177.0,29,18,12,3,13,3,8,2017,0,3247.0,2466.0,2529.285714285714,2565.733333333333,2570.1304
2979516,2017-08-04,1,12,2778.0,35,18,12,3,13,4,8,2017,0,2177.0,2622.0,2488.0,2546.3333333333335,2581.5632
2981298,2017-08-05,1,12,2034.0,29,18,12,3,13,5,8,2017,1,2778.0,2446.0,2510.285714285714,2534.0333333333333,2593.2332
2983080,2017-08-06,1,12,1025.0,29,18,12,3,13,6,8,2017,1,2034.0,1086.0,2451.4285714285716,2516.8333333333335,1395.1406
2984862,2017-08-07,1,12,2551.0,44,18,12,3,13,0,8,2017,0,1025.0,2966.0,2442.714285714286,2451.9333333333334,2539.0103
2986644,2017-08-08,1,12,3062.0,35,18,12,3,13,1,8,2017,0,2551.0,2872.0,2383.4285714285716,2451.6,2467.3362
2988426,2017-08-09,1,12,2719.0,46,18,12,3,13,2,8,2017,0,3062.0,3247.0,2410.5714285714284,2515.6666666666665,2890.9836
2990208,2017-08-10,1,12,2591.0,31,18,12,3,13,3,8,2017,0,2719.0,2177.0,2335.1428571428573,2511.3333333333335,2223.8423
2991990,2017-08-11,1,12,1270.0,24,18,12,3,13,4,8,2017,0,2591.0,2778.0,2394.285714285714,2507.3,2680.0522
2993772,2017-08-12,1,12,1630.0,28,18,12,3,13,5,8,2017,1,1270.0,2034.0,2178.8571428571427,2443.4666666666667,2035.1469
2995554,2017-08-13,1,12,952.0,19,18,12,3,13,6,8,2017,1,1630.0,1025.0,2121.1428571428573,2412.1,1381.9773
2997336,2017-08-14,1,12,2407.0,30,18,12,3,13,0,8,2017,0,952.0,2551.0,2110.714285714286,2337.766666666667,2236.4875
2999118,2017-08-15,1,12,2508.0,29,18,12,3,13,1,8,2017,0,2407.0,3062.0,2090.1428571428573,2341.4333333333334,2448.1467
2974171,2017-08-01,1,13,25.0,0,18,12,3,13,1,8,2017,0,11.0,35.0,21.0,22.333333333333332,22.374447
2975953,2017-08-02,1,13,26.0,0,18,12,3,13,2,8,2017,0,25.0,29.0,19.571428571428573,22.7,22.552513
2977735,2017-08-03,1,13,24.0,0,18,12,3,13,3,8,2017,0,26.0,30.0,19.142857142857142,22.733333333333334,22.073626
2979517,2017-08-04,1,13,9.0,0,18,12,3,13,4,8,2017,0,24.0,20.0,18.285714285714285,22.633333333333333,20.713179
2981299,2017-08-05,1,13,13.0,0,18,12,3,13,5,8,2017,1,9.0,14.0,16.714285714285715,22.433333333333334,18.060745
2983081,2017-08-06,1,13,11.0,0,18,12,3,13,6,8,2017,1,13.0,8.0,16.571428571428573,22.266666666666666,9.584598
2984863,2017-08-07,1,13,19.0,0,18,12,3,13,0,8,2017,0,11.0,11.0,17.0,21.933333333333334,16.964315
2986645,2017-08-08,1,13,23.0,0,18,12,3,13,1,8,2017,0,19.0,25.0,18.142857142857142,21.966666666666665,20.24729
2988427,2017-08-09,1,13,20.0,0,18,12,3,13,2,8,2017,0,23.0,26.0,17.857142857142858,22.3,21.590843
2990209,2017-08-10,1,13,23.0,0,18,12,3,13,3,8,2017,0,20.0,24.0,17.0,21.966666666666665,19.768402
2991991,2017-08-11,1,13,9.0,0,18,12,3,13,4,8,2017,0,23.0,9.0,16.857142857142858,22.266666666666666,19.612684
2993773,2017-08-12,1,13,19.0,0,18,12,3,13,5,8,2017,1,9.0,13.0,16.857142857142858,21.733333333333334,18.060745
2995555,2017-08-13,1,13,6.0,0,18,12,3,13,6,8,2017,1,19.0,11.0,17.714285714285715,20.833333333333332,11.18735
2997337,2017-08-14,1,13,20.0,0,18,12,3,13,0,8,2017,0,6.0,19.0,17.0,20.133333333333333,17.400154
2999119,2017-08-15,1,13,13.0,0,18,12,3,13,1,8,2017,0,20.0,23.0,17.142857142857142,19.9,20.24729
